0,-1.015625
1,-0.984375
2,-0.90625
3,-1.0
4,-1.0859375
5,-0.9296875
6,-0.9375
7,-0.96875
8,-1.0625
9,-1.125
10,-0.9765625
11,-0.96484375
12,-0.98828125
13,-0.87890625
14,-1.015625
15,-0.91015625
16,-0.921875
17,-1.03125
18,-1.0078125
19,-0.9765625
20,-1.0390625
21,-1.125
22,-1.078125
23,-1.0234375
24,-0.76171875
25,-0.84375
26,-0.91015625
27,-1.0546875
28,-1.015625
29,-0.7890625
30,-0.85546875
31,-0.87109375
32,-0.94140625
33,-0.9375
34,-0.87890625
35,-1.0390625
36,-0.9609375
37,-0.890625
38,-0.75390625
39,-0.91015625
40,-1.0390625
41,-1.0546875
42,-1.0390625
43,-0.375
44,-0.98046875
45,-0.97265625
46,-0.90625
47,-0.91015625
48,-0.91796875
49,-1.0546875
50,-0.7265625
51,-0.7734375
52,-0.6796875
53,-0.62890625
54,-0.87109375
55,-0.76171875
56,-0.7421875
57,-0.80859375
58,-0.9609375
59,-0.82421875
60,-0.9609375
61,-0.9453125
62,-0.85546875
63,-0.94140625
64,-0.83203125
65,-0.9453125
66,-0.94140625
67,-0.97265625
68,-0.9140625
69,-1.0234375
70,-0.94140625
71,-1.125
72,-0.99609375
73,-0.94140625
74,-1.078125
75,-1.0546875
76,-1.140625
77,-1.1328125
78,-1.0859375
79,-1.0703125
80,-0.9375
81,-0.953125
82,-0.87109375
83,-0.9296875
84,-0.96875
85,-0.8125
86,-0.9140625
87,-0.92578125
88,-0.921875
89,-1.0703125
90,-0.921875
91,-0.92578125
92,-0.984375
93,-0.8515625
94,-0.98828125
95,-0.97265625
96,-0.8828125
97,-0.9453125
98,-0.96875
99,-0.9140625
100,-0.90625
101,-1.015625
102,-1.0546875
103,-0.921875
104,-0.7578125
105,-0.796875
106,-0.71875
107,-0.98046875
108,-0.96484375
109,-0.79296875
110,-0.77734375
111,-0.72265625
112,-0.875
113,-0.83203125
114,-0.83984375
115,-0.953125
116,-0.8515625
117,-0.79296875
118,-0.71875
119,-0.85546875
120,-0.96875
121,-0.828125
122,-0.9765625
123,-0.296875
124,-0.9140625
125,-0.890625
126,-0.8203125
127,-0.859375
128,-0.84375
129,-0.9609375
130,-0.72265625
131,-0.78515625
132,-0.6796875
133,-0.625
134,-0.859375
135,-0.7578125
136,-0.765625
137,-0.8125
138,-0.90625
139,-0.8125
140,-0.91015625
141,-0.9140625
142,-0.80859375
143,-0.86328125
144,-0.82421875
145,-0.890625
146,-0.8984375
147,-0.90234375
148,-0.8671875
149,-1.0546875
150,-0.94140625
151,-1.0234375
152,-0.94140625
153,-0.9296875
154,-1.0390625
155,-1.015625
156,-1.109375
157,-1.0
158,-1.0234375
159,-1.0390625
